Results,Entity,Line,Column,CheckID,Check Name,Ignored,Note,Severity
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 856","SpannerIOReadTest.java","242","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 857","SpannerIOReadTest.java","243","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 858","SpannerIOReadTest.java","244","0","RECOMMENDED_20","Duplicate Code","","",""
  "<a id=""37"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java</a>","","","","","","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOReadTest.java line: 74","SpannerIOWriteTest.java","95","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOReadTest.java line: 57","SpannerIOWriteTest.java","62","0","RECOMMENDED_20","Duplicate Code","","",""
    "Max Length(200) Exceeded: {'CountLine': 868} lines.","SpannerIOWriteTest.java","0","0","RECOMMENDED_02","Files too long","","",""
    "Violation: setUp defined but not called.","setUp","139","14","RECOMMENDED_13","Unused Functions","","",""
    "Violation: columnMetadata defined but not called.","columnMetadata","156","16","RECOMMENDED_13","Unused Functions","","",""
    "Violation: pkMetadata defined but not called.","pkMetadata","170","16","RECOMMENDED_13","Unused Functions","","",""
    "Violation: prepareColumnMetadata defined but not called.","prepareColumnMetadata","181","14","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 207","SpannerIOWriteTest.java","184","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 208","SpannerIOWriteTest.java","185","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 209","SpannerIOWriteTest.java","186","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 210","SpannerIOWriteTest.java","187","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 234","SpannerIOWriteTest.java","188","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 236","SpannerIOWriteTest.java","190","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: matches defined but not called.","matches","193","33","RECOMMENDED_13","Unused Functions","","",""
    "Violation: preparePgColumnMetadata defined but not called.","preparePgColumnMetadata","204","14","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 184","SpannerIOWriteTest.java","207","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 185","SpannerIOWriteTest.java","208","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 186","SpannerIOWriteTest.java","209","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 187","SpannerIOWriteTest.java","210","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 188","SpannerIOWriteTest.java","211","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 190","SpannerIOWriteTest.java","213","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: matches defined but not called.","matches","216","33","RECOMMENDED_13","Unused Functions","","",""
    "Violation: preparePkMetadata defined but not called.","preparePkMetadata","228","14","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 211","SpannerIOWriteTest.java","234","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 213","SpannerIOWriteTest.java","236","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: matches defined but not called.","matches","239","33","RECOMMENDED_13","Unused Functions","","",""
    "Violation: emptyTransform defined but not called.","emptyTransform","251","14","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 261","SpannerIOWriteTest.java","253","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: emptyInstanceId defined but not called.","emptyInstanceId","259","14","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 253","SpannerIOWriteTest.java","261","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: emptyDatabaseId defined but not called.","emptyDatabaseId","267","14","RECOMMENDED_13","Unused Functions","","",""
    "Violation: testBatchableMutationFilterFn_cells defined but not called.","testBatchableMutationFilterFn_cells","275","14","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 407","SpannerIOWriteTest.java","276","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 408","SpannerIOWriteTest.java","277","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 411","SpannerIOWriteTest.java","280","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 418","SpannerIOWriteTest.java","287","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 419","SpannerIOWriteTest.java","288","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 420","SpannerIOWriteTest.java","289","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 421","SpannerIOWriteTest.java","290","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 422","SpannerIOWriteTest.java","291","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 481","SpannerIOWriteTest.java","300","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 482","SpannerIOWriteTest.java","301","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 483","SpannerIOWriteTest.java","302","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 486","SpannerIOWriteTest.java","305","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 487","SpannerIOWriteTest.java","306","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 490","SpannerIOWriteTest.java","309","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 446","SpannerIOWriteTest.java","316","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 448","SpannerIOWriteTest.java","318","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 449","SpannerIOWriteTest.java","319","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 450","SpannerIOWriteTest.java","320","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 453","SpannerIOWriteTest.java","323","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 460","SpannerIOWriteTest.java","330","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 461","SpannerIOWriteTest.java","331","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 462","SpannerIOWriteTest.java","332","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 463","SpannerIOWriteTest.java","333","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 464","SpannerIOWriteTest.java","334","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: testBatchableMutationFilterFn_size defined but not called.","testBatchableMutationFilterFn_size","340","14","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 276","SpannerIOWriteTest.java","341","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 277","SpannerIOWriteTest.java","342","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 280","SpannerIOWriteTest.java","345","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 287","SpannerIOWriteTest.java","352","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 288","SpannerIOWriteTest.java","353","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 289","SpannerIOWriteTest.java","354","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 290","SpannerIOWriteTest.java","355","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 291","SpannerIOWriteTest.java","356","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 301","SpannerIOWriteTest.java","367","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 302","SpannerIOWriteTest.java","368","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 305","SpannerIOWriteTest.java","371","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 306","SpannerIOWriteTest.java","372","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 309","SpannerIOWriteTest.java","375","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 316","SpannerIOWriteTest.java","382","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 318","SpannerIOWriteTest.java","384","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 319","SpannerIOWriteTest.java","385","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 320","SpannerIOWriteTest.java","386","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 323","SpannerIOWriteTest.java","389","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 330","SpannerIOWriteTest.java","396","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 331","SpannerIOWriteTest.java","397","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 332","SpannerIOWriteTest.java","398","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 333","SpannerIOWriteTest.java","399","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 334","SpannerIOWriteTest.java","400","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: testBatchableMutationFilterFn_rows defined but not called.","testBatchableMutationFilterFn_rows","406","14","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 341","SpannerIOWriteTest.java","407","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 342","SpannerIOWriteTest.java","408","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 345","SpannerIOWriteTest.java","411","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 352","SpannerIOWriteTest.java","418","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 353","SpannerIOWriteTest.java","419","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 354","SpannerIOWriteTest.java","420","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 355","SpannerIOWriteTest.java","421","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 356","SpannerIOWriteTest.java","422","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 300","SpannerIOWriteTest.java","430","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 367","SpannerIOWriteTest.java","431","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 368","SpannerIOWriteTest.java","432","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 371","SpannerIOWriteTest.java","435","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 372","SpannerIOWriteTest.java","436","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 375","SpannerIOWriteTest.java","439","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 382","SpannerIOWriteTest.java","446","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 384","SpannerIOWriteTest.java","448","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 385","SpannerIOWriteTest.java","449","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 386","SpannerIOWriteTest.java","450","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 389","SpannerIOWriteTest.java","453","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 396","SpannerIOWriteTest.java","460","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 397","SpannerIOWriteTest.java","461","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 398","SpannerIOWriteTest.java","462","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 399","SpannerIOWriteTest.java","463","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 400","SpannerIOWriteTest.java","464","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: testBatchableMutationFilterFn_batchingDisabled defined but not called.","testBatchableMutationFilterFn_batchingDisabled","470","14","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 430","SpannerIOWriteTest.java","481","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 431","SpannerIOWriteTest.java","482","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 432","SpannerIOWriteTest.java","483","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 435","SpannerIOWriteTest.java","486","0","RECOMMENDED_20","Duplicate Code","","",""
